Exp,Rank
0.99968886726008221,0.4903239556692231
0.99962385418213118,0.48889954532537633
0.99954701748052421,0.48653381642512045
0.99930930565674336,0.4846867007672633
0.9992984757029848,0.4843492469451551
0.99929817701012802,0.4829532537652744
0.99854828831513642,0.47437482239272544
0.99851304744993286,0.4796213412901394
0.99850355153020187,0.4733091787439613
0.99827189690545537,0.47658425689116246
0.99788391026332712,0.47371412333049157
0.99771981573675084,0.46624040920716114
0.9975026676562867,0.4664499857914181
0.99656163958531352,0.45578289286729196
0.99604710349888481,0.4569870701903951
0.99598752646054134,0.4531933788007958
0.99570683985880781,0.44928957090082416
0.99517384741008064,0.45221298664393283
0.9950994205397532,0.4538434214265419
0.99498841935071758,0.4577685421994884
0.99161550751395156,0.43975916453537933
0.99109619144912819,0.43261579994316574
0.99088185416969032,0.4353367433930093
0.99029024509086028,0.43042057402671224
0.99016944055088552,0.42811167945439055
0.99016268794911044,0.43172065927820413
0.99011637413128151,0.434171639670361
0.9900766635188053,0.43483233873259464
0.98947713122586489,0.4279838022165391
0.98817025202169795,0.42637112816140943
0.98687574888495566,0.41529553850525747
0.98579210776147608,0.41631145211707893
0.98562994637206169,0.4171497584541064
0.98560448220246943,0.4172421142369993
0.98556746628299319,0.4142227905655017
0.98521919812539638,0.40948422847399846
0.98503621874758651,0.40873117362887207
0.98458240194293212,0.40142796248934387
0.98402992409967038,0.40893009377664147
0.98258599625132759,0.40621625461778965
0.98243527645499917,0.4023941460642233
0.98112680552955778,0.3969877806194946
0.98053776715674401,0.4004688832054563
0.9798454517833981,0.3972506393861894
0.97969949009755763,0.39953111679454406
0.97905349844132927,0.398976982097187
0.97901508527930892,0.40026285876669543
0.97865277947169027,0.40100880932083016
0.97865279871839717,0.40129298096050053
0.97857071630913561,0.404518329070759
0.9783922992319295,0.40288434214265434
0.97837008359969824,0.40231599886331354
0.97822082459592941,0.3980889457232171
0.97822087063990015,0.3980889457232171
0.97816283773628909,0.39870701903950007
0.97812279494952958,0.3967249218527994
0.97810533806533573,0.39771241830065385
0.97803142179521863,0.3959576584256893
0.97800498181906548,0.39739272520602464
0.97794859946870194,0.3974282466609835
0.97775544920337454,0.3977266268826372
0.97699729803963042,0.3967959647627167
0.97687820415681703,0.3979823813583403
0.97579853162702468,0.39021739130434785
0.97555196537760913,0.39089229894856503
0.97552137565460029,0.38956379653310624
0.97546207593505518,0.3893577720943453
0.97536197995596174,0.3877308894572325
0.97534399417784312,0.38587666950838334
0.97107737515129788,0.3726058539357773
0.97089925995740056,0.37316709292412625
0.97057356900044955,0.3748721227621484
0.9700262419580864,0.3718314862176756
0.96992698085055729,0.36938050582551885
0.96990653956999273,0.36960784313725514
0.96961529017408044,0.37356493321966494
0.96955393750912466,0.3728616084114807
0.96952234849920838,0.3721582836032966
0.96932274942335195,0.3715046888320547
0.9687320334538182,0.37373543620346705
0.96776587309066853,0.3719451548735437
0.96775887391990578,0.37111395282750786
0.96770795158608758,0.3680520034100597
0.96732326701952143,0.36648195510088094
0.96717684575495166,0.368662972435351
0.96627043427854664,0.3673202614379087
0.96624297744639398,0.36512503552145514
0.96600376294723045,0.3633702756464907
0.9659965569893052,0.3643577720943452
0.96599439564530232,0.36407360045467485
0.96545438001926587,0.36772520602443887
0.96487028493670124,0.3690181869849391
0.96477987834371448,0.3690181869849391
0.96436471366403964,0.37105001420858214
0.96361669469642763,0.36654589371980706
0.9634478164553788,0.3657431088377382
0.96337876989365301,0.365807047456664
0.96316108927658484,0.3680875248650186
0.96304285641983789,0.3703182722364309
0.96269515188388721,0.36603438476840033
0.96241423450340569,0.36290849673202624
0.96212614654816631,0.3632139812446718
0.96198211714671744,0.3651605569764138
0.96181532636419109,0.36283745382210864
0.96176962041739855,0.36286587098607576
0.96170712745451259,0.3593705598181304
0.96139356213609428,0.3610329639102019
0.96113534108475929,0.3612460926399548
0.9604828508863954,0.36059960215970466
0.96048109441824747,0.360471724921853
0.96025859745168596,0.3560315430520036
0.96010181566224095,0.35954106280193254
0.95990599737680382,0.35704745666382515
0.95986564092375093,0.35644359192952574
0.95971928161352171,0.3583120204603583
0.95961062121864149,0.35758027848820717
0.95929533171379899,0.35342426825802814
0.9592548907844497,0.35297669792554737
0.95856642750033039,0.3589727195225919
0.9584674879866063,0.3573387325944873
0.95817844925832329,0.357345836885479
0.95794066074840034,0.35743108837738025
0.95772350027988773,0.3540352372833194
0.95651235865044693,0.34682438192668397
0.95597687223186278,0.34919721511793156
0.95596654743342735,0.34894856493321996
0.9559604711294758,0.3479894856493325
0.95569140336203218,0.3489556692242116
0.9556662432715286,0.34894856493321985
0.95566575296827749,0.34862887183859065
0.95525879694208826,0.3456024438761014
0.95523662727260827,0.3461707871554421
0.95522450554504912,0.3464265416311453
0.9549431886925116,0.34776214833759606
0.95493710840396573,0.3483660130718956
0.95475420279270007,0.3485223074737143
0.95466458545244071,0.3485507246376814
0.9535466993299021,0.34120488775220253
0.95353938659275628,0.34276783177038944
0.95346674425515743,0.3412972435350955
0.95332873156884712,0.3407360045467466
0.95332703945595032,0.3402600170502986
0.95332701612025572,0.3402600170502986
0.95244036001560595,0.341311452117079
0.95186838618341174,0.3387112816140951
0.95141228182967585,0.3414109121909636
0.95033226083765765,0.3395069622051722
0.94992525078341183,0.33322676896845704
0.94951545445863339,0.3297811878374541
0.94895489370879937,0.3268186984938905
0.94887679862683083,0.3238135834043765
0.94737271350479413,0.3295325376527423
0.94604193234644329,0.32464478545041214
0.94570269028385445,0.32928388746803083
0.94548098700723504,0.3276001705029839
0.94540136501224459,0.32836032963910206
0.94446071715681557,0.3292554703040638
0.94433525728596357,0.32823245240125054
0.94422505448916993,0.32967462347257764
0.94422219162243748,0.32944728616084124
0.94315371357024347,0.3296106848536518
0.94315376489034242,0.32941886899687434
0.94143154443296273,0.3191034384768402
0.94046490300362184,0.3160272804774086
0.94040990283298487,0.315572605853936
0.94035671798807552,0.3160912190963344
0.93957353013293177,0.31717817561807343
0.93931569130632497,0.31538789428815023
0.93931546257634158,0.3158994032395569
0.93930885756136739,0.3153168513782327
0.93889848558027811,0.3172279056550159
0.9379578291277253,0.31033674339300965
0.9374562646419301,0.3065146348394432
0.93696535652110113,0.3025504404660417
0.93686979416669414,0.3043762432509238
0.93681436124561968,0.3034526854219951
0.93567053092208474,0.30009235578289306
0.93566040479101376,0.30085251491901127
0.93514374416074553,0.3036160841148055
0.93508552811732537,0.30336743393009397
0.93488989661871236,0.3051790281329925
0.9346941258942707,0.3092284739982953
0.93455663380761422,0.3111182154021031
0.93429287300901565,0.3062517760727481
0.93308080462960086,0.3062944018186986
0.93090896857879357,0.30193236714975863
0.93091156532513109,0.3024438761011653
0.93067316351997587,0.2975134981528846
0.93028454648093473,0.29737851662404124
0.93028052339814826,0.2983020744529699
0.93009233954902149,0.29652600170503013
0.92917214226296518,0.2964620630861043
0.92897413824193042,0.2972009093492472
0.92897305166856314,0.29752060244387635
0.92851913575923573,0.29649048025007135
